                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                 1.0698,                0.87163,                 1.0203,                0.27498,                0.24256,                0.17568,                0.06097,                 2.7084,                 3.5319,                 2.0621,             0.00023989,             0.00023989,             0.00023989
                    142,                 1.0396,                0.85983,                 1.0042,                0.23473,                  0.264,                0.17158,                0.05495,                 2.7338,                 3.7095,                 2.0635,             0.00023608,             0.00023608,             0.00023608
                    143,                 1.0209,                0.81544,                 1.0021,                0.28354,                0.22272,                0.16896,                0.06289,                 2.7984,                 3.7652,                 2.1035,             0.00023228,             0.00023228,             0.00023228
                    144,                 1.0216,                 0.8261,                 1.0005,                0.35511,                0.20837,                0.16864,                0.06361,                 2.8064,                 3.6723,                 2.1423,             0.00022847,             0.00022847,             0.00022847
                    145,                 1.0271,                0.83956,                 1.0023,                 0.2745,                0.23202,                0.15689,                0.05926,                 2.7616,                 3.5611,                 2.0586,             0.00022466,             0.00022466,             0.00022466
                    146,                 1.0378,                0.86032,                0.99125,                0.32996,                 0.2014,                0.15769,                  0.069,                  2.655,                 3.6586,                  1.979,             0.00022086,             0.00022086,             0.00022086
                    147,                 1.0172,                0.83711,                0.99381,                0.43227,                0.21701,                0.16308,                0.06324,                 2.6715,                 3.5524,                 2.0045,             0.00021705,             0.00021705,             0.00021705
                    148,                 1.0344,                0.83535,                 1.0018,                0.43325,                0.20969,                 0.1666,                0.06197,                 2.6939,                 3.6612,                 2.0238,             0.00021324,             0.00021324,             0.00021324
                    149,                 1.0182,                0.81914,                 1.0055,                0.22663,                0.24214,                0.18775,                 0.0784,                 2.6772,                 3.5595,                 2.0325,             0.00020944,             0.00020944,             0.00020944
                    150,                 1.0166,                0.84198,                0.98638,                0.31204,                0.20104,                0.16368,                0.05767,                   2.79,                 3.6413,                 2.0229,             0.00020563,             0.00020563,             0.00020563
                    151,                0.99794,                0.80478,                0.97885,                0.26357,                0.16615,                 0.1396,                 0.0531,                 2.7656,                 3.6931,                 2.0589,             0.00020182,             0.00020182,             0.00020182
                    152,                 1.0535,                0.82937,                 1.0043,                0.19451,                0.19496,                 0.1432,                0.05367,                 2.7609,                 3.5619,                 2.0972,             0.00019802,             0.00019802,             0.00019802
                    153,                0.97918,                0.78276,                0.98878,                0.17673,                0.25515,                0.15039,                0.05483,                 2.7373,                 3.6533,                 2.0974,             0.00019421,             0.00019421,             0.00019421
                    154,                 1.0089,                0.82833,                0.99145,                0.23191,                0.21606,                0.15155,                0.05675,                 2.7845,                 3.6804,                 2.0903,              0.0001904,              0.0001904,              0.0001904
                    155,                 1.0177,                0.82193,                0.97976,                0.23765,                0.21835,                0.16297,                0.06255,                 2.7676,                 3.6345,                 2.1715,              0.0001866,              0.0001866,              0.0001866
                    156,                0.99114,                0.82624,                0.98629,                0.29998,                0.24757,                 0.1619,                0.05584,                 2.7777,                 3.6388,                  2.114,             0.00018279,             0.00018279,             0.00018279
                    157,                0.95328,                0.79468,                0.98517,                0.20231,                0.20084,                0.15288,                0.04726,                 2.8191,                 3.8423,                 2.1695,             0.00017898,             0.00017898,             0.00017898
                    158,                 1.0065,                0.80669,                0.99674,                0.14774,                0.15293,                0.13115,                0.04434,                 2.8065,                 3.6934,                 2.1244,             0.00017518,             0.00017518,             0.00017518
                    159,                 1.0068,                0.80711,                 1.0023,                0.19472,                0.23822,                0.13989,                0.04269,                 2.8264,                 3.7285,                 2.1108,             0.00017137,             0.00017137,             0.00017137
                    160,                0.96908,                 0.7709,                0.98293,                0.21193,                0.23992,                0.14807,                0.05165,                  2.812,                 3.7469,                 2.1538,             0.00016757,             0.00016757,             0.00016757
                    161,                0.95868,                0.77848,                0.98089,                0.42695,                0.21833,                0.15582,                0.05188,                 2.7689,                 3.7695,                 2.0842,             0.00016376,             0.00016376,             0.00016376
                    162,                0.99554,                0.79912,                0.97099,                0.22836,                0.24331,                0.15726,                0.05606,                 2.7568,                 3.8315,                 2.1053,             0.00015995,             0.00015995,             0.00015995
                    163,                0.96785,                 0.7499,                0.97266,                0.22856,                0.25249,                0.17051,                0.05926,                 2.7194,                  3.637,                 2.0203,             0.00015615,             0.00015615,             0.00015615
                    164,                0.98369,                0.78213,                0.98678,                0.26806,                 0.2281,                0.16067,                0.05309,                 2.7724,                 3.7005,                 2.0816,             0.00015234,             0.00015234,             0.00015234
                    165,                0.98693,                0.76092,                0.97907,                0.26149,                0.21882,                0.15988,                0.06213,                 2.7313,                 3.7215,                 2.0485,             0.00014853,             0.00014853,             0.00014853
                    166,                0.99961,                 0.7845,                0.97584,                0.28519,                0.24621,                0.17046,                0.06124,                  2.765,                 3.6429,                 2.0747,             0.00014473,             0.00014473,             0.00014473
                    167,                0.98789,                0.77265,                0.98395,                0.24713,                0.24401,                0.16947,                0.05038,                 2.7918,                 3.7056,                 2.0571,             0.00014092,             0.00014092,             0.00014092
                    168,                0.95281,                0.75099,                0.96431,                0.20322,                0.25281,                0.16002,                 0.0529,                 2.7383,                 3.6908,                 2.0014,             0.00013711,             0.00013711,             0.00013711
                    169,                  0.911,                0.73932,                0.97144,                0.39448,                0.22951,                0.16734,                0.06084,                 2.7358,                 3.6891,                 2.0201,             0.00013331,             0.00013331,             0.00013331
                    170,                0.92846,                0.73329,                0.97074,                0.23217,                0.23821,                0.15446,                0.06731,                 2.7771,                 3.7096,                 2.0219,              0.0001295,              0.0001295,              0.0001295
                    171,                0.94421,                0.76547,                0.96371,                0.33849,                0.22949,                0.15576,                0.06501,                  2.761,                 3.7599,                 2.0377,             0.00012569,             0.00012569,             0.00012569
                    172,                0.94239,                0.72668,                 0.9803,                0.22132,                0.22768,                0.16367,                0.06957,                 2.7224,                  3.764,                 1.9863,             0.00012189,             0.00012189,             0.00012189
                    173,                0.94881,                0.74444,                0.96166,                0.18249,                0.15677,                  0.154,                0.06079,                 2.7485,                 3.8336,                 2.0649,             0.00011808,             0.00011808,             0.00011808
                    174,                0.94149,                0.75742,                0.97184,                0.18519,                0.17228,                0.14427,                0.05424,                 2.7484,                 3.7299,                 2.0633,             0.00011427,             0.00011427,             0.00011427
                    175,                 0.9433,                0.72972,                0.96163,                 0.2314,                0.22424,                0.15879,                0.06089,                 2.7728,                 3.7393,                 2.0823,             0.00011047,             0.00011047,             0.00011047
                    176,                0.92604,                0.72019,                0.96876,                0.19476,                 0.2069,                0.15108,                0.06086,                 2.8032,                 3.7871,                 2.0962,             0.00010666,             0.00010666,             0.00010666
                    177,                0.94307,                0.71914,                0.96374,                0.33117,                0.20694,                0.14965,                0.05638,                 2.8051,                 3.7907,                 2.1001,             0.00010285,             0.00010285,             0.00010285
                    178,                0.91899,                0.70723,                0.95816,                0.35886,                0.21596,                0.15648,                0.06255,                   2.79,                 3.7275,                 2.0554,             9.9047e-05,             9.9047e-05,             9.9047e-05
                    179,                0.91847,                0.70614,                 0.9502,                0.35196,                0.22385,                0.15236,                0.05529,                 2.7409,                 3.7445,                 2.0263,             9.5241e-05,             9.5241e-05,             9.5241e-05
                    180,                0.91996,                0.73701,                0.95518,                0.35803,                0.21729,                0.15428,                0.05933,                 2.7824,                 3.7835,                 2.0822,             9.1434e-05,             9.1434e-05,             9.1434e-05
                    181,                0.95432,                0.73758,                0.95743,                0.36178,                0.23008,                0.16181,                0.06367,                  2.754,                 3.7481,                 2.0692,             8.7628e-05,             8.7628e-05,             8.7628e-05
                    182,                0.93987,                0.72633,                0.95591,                0.34441,                0.21428,                0.15659,                0.05608,                 2.7798,                 3.7254,                  2.046,             8.3821e-05,             8.3821e-05,             8.3821e-05
                    183,                0.88063,                0.68576,                0.95028,                0.36046,                0.20984,                0.15324,                0.05625,                 2.7232,                 3.6929,                 2.0454,             8.0014e-05,             8.0014e-05,             8.0014e-05
                    184,                0.89905,                0.71009,                0.95694,                0.38129,                 0.2057,                0.15718,                0.05748,                 2.6988,                 3.6941,                 2.0079,             7.6208e-05,             7.6208e-05,             7.6208e-05
                    185,                0.93042,                0.72159,                0.95664,                0.41307,                0.19986,                0.15956,                0.06451,                 2.7162,                 3.6995,                 1.9919,             7.2401e-05,             7.2401e-05,             7.2401e-05
                    186,                0.88584,                0.68516,                0.95422,                0.38075,                 0.2047,                0.15875,                0.06702,                 2.6921,                 3.7477,                 1.9861,             6.8595e-05,             6.8595e-05,             6.8595e-05
                    187,                0.90276,                0.72524,                0.94994,                0.37537,                0.20563,                0.18809,                0.06417,                 2.7387,                  3.737,                 2.0119,             6.4788e-05,             6.4788e-05,             6.4788e-05
                    188,                0.89104,                 0.6932,                0.95315,                0.38165,                0.21618,                0.16535,                0.05951,                 2.7032,                 3.6612,                 2.0103,             6.0982e-05,             6.0982e-05,             6.0982e-05
                    189,                0.89396,                0.69364,                0.96602,                0.36924,                0.20334,                0.16346,                0.05953,                 2.7183,                 3.6394,                 1.9963,             5.7175e-05,             5.7175e-05,             5.7175e-05
                    190,                0.91151,                0.69632,                0.95143,                0.38323,                0.19634,                0.15298,                0.05797,                 2.7258,                 3.6481,                 2.0257,             5.3369e-05,             5.3369e-05,             5.3369e-05
                    191,                0.91815,                0.63628,                0.89918,                0.20302,                0.20294,                0.14876,                0.06126,                 2.7545,                 3.7766,                 2.0348,             4.9562e-05,             4.9562e-05,             4.9562e-05
                    192,                0.90675,                0.61375,                 0.9054,                0.21687,                0.21663,                0.15312,                0.05261,                 2.7285,                 3.7355,                 2.0098,             4.5756e-05,             4.5756e-05,             4.5756e-05
                    193,                0.90993,                0.62623,                0.90695,                0.19224,                0.20283,                0.14849,                0.05018,                 2.7272,                  3.664,                 2.0435,             4.1949e-05,             4.1949e-05,             4.1949e-05
                    194,                0.93019,                0.62459,                0.89793,                0.21329,                0.12761,                0.13859,                0.04996,                 2.7623,                 3.6741,                 2.0781,             3.8142e-05,             3.8142e-05,             3.8142e-05
                    195,                 0.9013,                0.60449,                0.88905,                0.20689,                0.13145,                0.13751,                0.04999,                 2.7671,                 3.7019,                 2.0732,             3.4336e-05,             3.4336e-05,             3.4336e-05
                    196,                0.90034,                0.60434,                0.90138,                0.33869,                0.12968,                0.14062,                0.05041,                 2.7365,                 3.6709,                 2.0322,             3.0529e-05,             3.0529e-05,             3.0529e-05
                    197,                0.88016,                0.59229,                0.89051,                0.32812,                0.12968,                 0.1406,                0.05413,                 2.7407,                 3.7055,                 2.0164,             2.6723e-05,             2.6723e-05,             2.6723e-05
                    198,                0.89542,                 0.6094,                0.89154,                 0.2132,                0.19302,                0.14096,                0.05897,                 2.7287,                 3.7377,                 2.0021,             2.2916e-05,             2.2916e-05,             2.2916e-05
                    199,                0.86777,                0.59368,                0.88994,                0.21392,                0.21109,                0.15169,                0.06008,                  2.735,                 3.7606,                  2.003,              1.911e-05,              1.911e-05,              1.911e-05
