                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                 2.4692,                 3.2766,                 2.0945,                0.55418,                0.01339,                0.01079,                0.00501,                 2.6229,                 3.4327,                 2.2732,             4.5958e-05,             4.5958e-05,             4.5958e-05
                     34,                 2.4964,                 3.3034,                    2.1,                0.43731,                0.01708,                0.01133,                0.00568,                 2.6236,                 3.4854,                 2.2715,             4.3602e-05,             4.3602e-05,             4.3602e-05
                     35,                 2.4548,                  3.273,                 2.0876,                0.52836,                0.01565,                0.01042,                0.00475,                  2.638,                 3.3936,                 2.2837,             4.1245e-05,             4.1245e-05,             4.1245e-05
                     36,                 2.4633,                  3.301,                 2.0698,                0.54036,                0.01554,                0.00965,                0.00443,                 2.6204,                 3.3467,                 2.2686,             3.8889e-05,             3.8889e-05,             3.8889e-05
                     37,                 2.4401,                 3.2455,                 2.0595,                0.50565,                0.01928,                0.01143,                0.00529,                 2.6223,                 3.3754,                 2.2682,             3.6533e-05,             3.6533e-05,             3.6533e-05
                     38,                 2.4373,                 3.2402,                 2.0601,                0.51537,                 0.0145,                0.01197,                0.00661,                 2.6279,                 3.3852,                 2.2449,             3.4177e-05,             3.4177e-05,             3.4177e-05
                     39,                 2.4291,                 3.2545,                 2.0508,                0.51159,                0.01699,                0.01417,                 0.0072,                 2.6504,                 3.4125,                 2.2613,             3.1821e-05,             3.1821e-05,             3.1821e-05
                     40,                 2.4075,                 3.2144,                 2.0408,                0.48973,                0.01663,                0.01268,                0.00652,                   2.63,                 3.4516,                  2.242,             2.9464e-05,             2.9464e-05,             2.9464e-05
                     41,                 2.5297,                 3.5573,                 2.1255,                0.47045,                0.01638,                0.01394,                0.00602,                 2.5843,                 3.3701,                 2.1985,             2.7108e-05,             2.7108e-05,             2.7108e-05
                     42,                 2.5503,                  3.516,                 2.1243,                 0.4502,                0.02708,                0.01298,                0.00596,                 2.5745,                 3.5055,                 2.1789,             2.4752e-05,             2.4752e-05,             2.4752e-05
                     43,                 2.5173,                  3.466,                 2.0998,                0.48781,                 0.0239,                0.01201,                0.00564,                 2.5666,                 3.4712,                 2.1644,             2.2396e-05,             2.2396e-05,             2.2396e-05
                     44,                 2.5055,                 3.4496,                 2.0736,                0.43473,                0.02417,                0.01207,                0.00588,                 2.5564,                 3.4532,                 2.1676,              2.004e-05,              2.004e-05,              2.004e-05
                     45,                 2.4937,                 3.4585,                 2.0847,                0.46633,                 0.0262,                0.01277,                0.00647,                 2.5493,                  3.476,                 2.1672,             1.7683e-05,             1.7683e-05,             1.7683e-05
                     46,                  2.487,                 3.4422,                 2.0706,                0.42713,                0.02625,                0.01515,                0.00747,                  2.544,                 3.4217,                 2.1608,             1.5327e-05,             1.5327e-05,             1.5327e-05
                     47,                 2.4973,                 3.4185,                 2.0611,                0.42643,                0.02905,                0.01592,                0.00755,                 2.5411,                 3.4963,                 2.1397,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     48,                 2.4695,                 3.4121,                  2.051,                0.42601,                0.02802,                0.01533,                 0.0079,                 2.5488,                 3.5441,                  2.138,             1.0615e-05,             1.0615e-05,             1.0615e-05
                     49,                 2.4938,                 3.4288,                 2.0545,                0.42871,                0.02665,                0.01559,                0.00727,                 2.5406,                 3.5088,                 2.1418,             8.2586e-06,             8.2586e-06,             8.2586e-06
                     50,                 2.4625,                 3.4089,                 2.0619,                0.44438,                0.03311,                0.01432,                 0.0073,                 2.5264,                 3.5604,                 2.1428,             5.9024e-06,             5.9024e-06,             5.9024e-06
